0,3
0,7
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,18
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,46
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,60
0,61
0,62
0,64
0,66
0,67
0,68
0,69
0,70
0,72
1,20
2,3
2,7
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,18
2,28
2,46
2,48
2,49
2,50
2,51
2,52
2,53
2,54
2,55
2,56
2,60
2,62
2,64
2,66
2,70
2,72
3,7
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,18
3,28
3,46
3,48
3,49
3,50
3,51
3,52
3,53
3,54
3,55
3,56
3,60
3,62
3,64
3,66
3,70
3,72
4,7
4,10
4,11
4,12
4,14
4,15
4,16
4,18
4,28
4,46
4,48
4,49
4,50
4,51
4,52
4,53
4,54
4,55
4,56
4,60
4,62
4,64
4,66
4,70
4,72
5,13
6,11
6,16
6,18
6,28
6,46
6,48
6,49
6,50
6,51
6,52
6,53
6,54
6,55
6,56
6,60
6,62
6,64
6,66
6,70
6,72
7,10
7,11
7,12
7,14
7,15
7,16
7,18
7,28
7,46
7,48
7,49
7,50
7,51
7,52
7,53
7,54
7,55
7,56
7,60
7,62
7,64
7,66
7,70
7,72
8,12
9,10
9,14
9,15
10,14
10,15
11,16
11,18
11,28
11,46
11,48
11,49
11,50
11,51
11,52
11,53
11,54
11,55
11,56
11,60
11,62
11,64
11,66
11,70
11,72
16,18
16,28
16,46
16,48
16,49
16,50
16,51
16,52
16,53
16,54
16,55
16,56
16,60
16,62
16,64
16,66
16,70
16,72
17,18
17,28
17,46
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,56
17,60
17,62
17,64
17,66
17,70
17,72
18,28
18,46
18,48
18,49
18,50
18,51
18,52
18,53
18,54
18,55
18,56
18,60
18,62
18,64
18,66
18,70
18,72
19,21
19,22
19,23
19,24
19,25
19,26
19,27
19,31
19,32
19,33
19,34
19,35
19,36
19,37
19,38
19,39
19,40
19,41
19,42
19,43
19,61
19,67
19,68
19,69
21,23
21,24
21,25
21,26
21,27
21,31
21,32
21,33
21,34
21,35
21,36
21,37
21,38
21,39
21,40
21,41
21,61
21,67
21,68
21,69
22,42
22,43
23,25
23,26
23,27
23,32
23,33
23,34
23,35
23,36
23,37
23,38
23,39
23,40
23,41
23,61
23,67
23,68
23,69
24,31
27,32
27,33
27,34
27,35
27,36
27,37
27,38
27,39
27,40
27,41
27,61
27,67
27,68
27,69
28,46
28,48
28,49
28,50
28,51
28,52
28,53
28,54
28,55
28,56
28,60
28,62
28,64
28,66
28,70
28,72
29,48
30,49
30,50
30,51
30,52
30,53
32,33
32,34
32,35
32,36
32,37
32,38
32,39
32,40
32,41
32,61
32,67
32,68
32,69
34,35
34,36
34,37
34,38
34,39
34,40
34,41
34,61
34,67
34,68
34,69
35,37
35,39
35,40
35,41
36,38
36,61
36,67
36,68
36,69
37,39
37,40
37,41
38,61
38,67
38,68
38,69
39,40
39,41
40,41
42,43
44,46
44,54
44,55
44,56
44,60
44,62
44,64
44,66
44,70
44,72
45,55
46,54
46,55
46,56
46,60
46,62
46,64
46,66
46,70
46,72
47,54
47,56
47,60
47,62
47,64
47,66
47,70
47,72
49,50
49,51
49,52
49,53
50,51
50,52
50,53
54,56
54,60
54,62
54,64
54,66
54,70
54,72
56,60
56,62
56,64
56,66
56,70
56,72
57,62
57,64
57,70
57,72
58,60
59,66
61,67
61,68
61,69
62,64
62,70
62,72
63,64
63,70
63,72
64,70
64,72
65,70
65,72
68,69
70,72
71,72
